,0,1
661,-5.480937,-8.003863
662,-5.4190865,-10.644953
663,-4.073796,-10.077849
664,-6.7916436,-8.465166
665,-6.0871277,-4.7760286
666,-5.0276318,-6.330105
667,-5.269825,-10.114883
668,-3.928476,-9.534057
669,-5.492731,-10.140316
670,-6.607506,-9.811961
671,-4.3724747,-9.200446
672,-4.910564,-11.572626
673,-6.675873,-5.839042
674,-7.9513917,-8.411799
675,-1.5073218,-8.552673
676,-3.8373058,-9.881528
677,-6.368276,-9.5976
678,-3.1278636,-9.414299
679,-7.249535,-8.308823
680,-4.7553005,-9.894279
681,-4.958487,-10.5223675
682,0.15697141,-10.577265
683,-4.1027436,-9.386893
684,-4.9941735,-11.381659
685,-1.9355658,-9.599686
686,-5.968828,-12.243642
687,-6.6019464,-9.848982
688,-6.65958,-9.780835
689,-4.1504345,-6.0533037
690,-5.4131393,-10.511615
691,-8.289359,-9.973852
692,-6.645327,-5.8019166
693,-4.7487307,-9.96969
694,-5.6527896,-11.558129
695,-4.8097796,-10.144452
696,-4.55439,-10.064343
697,-4.1751328,-9.364504
698,-8.518251,-6.6580987
699,-8.000295,-8.360475
700,-4.984307,-11.369446
701,-3.2008321,-12.279792
702,-6.9911547,-8.410891
703,-5.669907,-11.587136
704,-7.3014345,-9.985288
705,-4.7712255,-9.980607
706,-6.5068746,-5.958808
707,-3.6469648,-9.708999
708,-8.407537,-6.6209884
709,-4.688091,-10.06733
710,-6.334445,-4.6049275
711,-7.2954774,-8.204364
712,-5.5155854,-5.3159866
713,-6.7855945,-9.436805
714,-8.378766,-6.8087864
715,-4.185219,-6.063529
716,-8.0841,-8.407031
717,-8.149527,-10.030113
718,-8.226977,-9.987623
719,-4.1727114,-6.1473117
720,-5.143394,-10.610237
721,-6.958695,-8.420684
722,-2.5041203,-9.693432
723,-6.627496,-5.826038
724,-5.6867304,-10.477559
725,-5.012624,-9.326408
726,-4.9078016,-5.7933593
727,-7.0570717,-8.374633
728,-5.2871184,-8.577537
729,-8.289222,-9.976101
730,-6.066302,-12.261924
731,-3.1129773,-7.0082126
732,-8.235872,-10.132703
733,-6.3331327,-4.6211996
734,-4.5908356,-9.592088
735,0.32909542,-10.660826
736,-0.13311568,-10.638585
737,-6.3253965,-4.6430287
738,-3.0238574,-6.988658
739,-3.4702334,-10.469262
740,-4.4502807,-11.323035
741,-8.258452,-10.010498
742,-6.1720552,-9.406236
743,-4.7649646,-9.915117
744,-5.249391,-10.708446
745,-6.0602603,-12.230198
746,-6.3054123,-4.651656
747,-4.90621,-9.613267
748,-8.284126,-10.004317
